1000 0.9 2120.085
614.65 1 460 391370
420.23 1 460 426260
483.77 1 460 264199
333.9 1 460 298214
544.29 1 460 422204
241.12 1 460 431491
363.08 1 460 176022
306.12 1 460 168257
262.82 1 460 183446
479.56 1 460 445459
503.24 1 460 293533
486.32 1 460 257050
665.6 1 460 356206
419.92 1 460 222822
634.12 1 460 466086
646.91 1 460 466981
499.56 1 460 322072
577.61 1 460 189366
436.66 1 460 322825
293.71 1 460 281423
303.02 1 461 275000
294.03 1 461 343775
542.41 1 461 275889
288.75 1 461 350094
462.16 1 461 351941
635.63 1 461 370684
404.66 1 461 189637
461.86 1 461 184064
417.25 1 461 162283
678.93 1 461 217652
556.24 1 461 418136
436.22 1 461 161761
556.55 1 461 351347
273.18 1 461 283769
487.53 1 461 311152
506.07 1 461 385222
504.67 1 461 197094
356.35 1 461 381936
446.92 1 462 321630
373.72 1 462 296581
539.4 1 462 382739
587.25 1 462 459099
668.35 1 462 432056
375.6 1 462 233496
500.12 1 462 427005
488.82 1 462 296698
339.34 1 462 173438
576.39 1 462 407253
271.02 1 462 195707
463.03 1 462 425679
332.56 1 462 204488
476.82 1 462 274944
478.77 1 463 303343
679.64 1 463 286487
484.97 1 463 202911
253.21 1 463 393473
349.21 1 463 289929
547.52 1 463 354785
452.15 1 463 257142
351.23 1 463 324086
333.41 1 463 437946
413.01 1 463 291566
613.41 1 463 259073
508.46 1 463 336230
549.58 1 463 314754
407.89 1 464 455201
531.56 1 464 323664
460.93 1 464 240756
658.14 1 464 201758
457.75 1 464 184465
262.11 1 464 390569
641.75 1 464 251946
372.09 1 464 454512
377.36 1 464 238356
528.16 1 464 254201
323.64 1 464 289406
588.06 1 464 164938
518.87 1 465 173393
550.38 1 465 224074
613.28 1 465 452293
381.16 1 465 445759
591.12 1 465 381413
599.45 1 465 332424
321.4 1 465 426463
615.87 1 465 238565
545.11 1 465 323276
478.52 1 465 224224
355.93 1 465 290577
384.66 1 466 438793
240.12 1 466 156668
497.39 1 466 170787
549.75 1 466 312067
331.59 1 466 431256
395.42 1 466 284506
636.51 1 466 434970
337.37 1 466 330908
608.35 1 466 433842
625.82 1 466 347882
311.95 1 467 199920
590.99 1 467 347240
511.72 1 467 182895
241.44 1 467 159043
251.79 1 467 205813
392.78 1 467 216199
523.78 1 467 363977
509.34 1 467 419143
579.26 1 467 426340
350.99 1 468 315901
421.1 1 468 394868
431.99 1 468 430629
317.28 1 468 337471
547.95 1 468 394970
370.08 1 468 264771
366.77 1 468 233932
576.6 1 468 377980
310.4 1 468 213126
458.72 1 469 424483
540.52 1 469 308023
684.22 1 469 242759
661.16 1 469 306248
334.92 1 469 246584
279.43 1 469 404567
437.73 1 469 231602
332.92 1 469 186560
301.12 1 469 208405
641.26 1 470 228422
644.53 2 470 174662 471 383516
581.34 2 470 244968 471 308985
565.43 2 470 390386 471 338872
295.06 3 470 263425 471 225773 472 413910
256.97 4 470 336502 471 388791 472 212692 473 263686
461.65 5 470 177624 471 271926 472 394865 473 163090 474 366522
343.36 5 470 417426 471 259190 472 237810 473 249711 474 320963
452.43 7 471 353526 472 444590 473 293789 474 455205 475 167474 476 382672 477 228509
5.16 40 478 18138 479 22662 480 49514 481 24917 482 20231 483 28048 484 40454 485 26578 486 43976 487 49659 488 44736 489 42695 490 40186 491 19266 492 23239 493 28202 494 23948 495 41955 496 21003 497 38683 498 47933 499 19762 500 19947 501 38531 502 35126 503 46763 504 36895 505 39422 506 47898 507 49193 508 48318 509 34056 510 46693 511 16914 512 29740 513 37787 514 27202 515 23019 516 34357 517 25627
5.31 39 518 35613 519 36778 520 36443 521 29409 522 50065 523 44349 524 45994 525 48218 526 41895 527 41126 528 44707 529 20893 530 49282 531 30980 532 41409 533 20408 534 43638 535 23369 536 35785 537 36347 538 20375 539 32823 540 24398 541 49413 542 22804 543 30441 544 42615 545 38504 546 39576 547 47025 548 43050 549 27612 550 39640 551 21332 552 29395 553 35740 554 47242 555 33979 556 24553
5.2 36 557 44152 558 16998 559 34342 560 47643 561 34782 562 26832 563 28903 564 33654 565 27995 566 19342 567 21103 568 50440 569 18518 570 40964 571 22858 572 21651 573 24118 574 22863 575 47060 576 40971 577 41824 578 32535 579 18924 580 48113 581 29249 582 26205 583 20855 584 25175 585 32038 586 19028 587 18962 588 34817 589 47918 590 41418 591 22169 592 40638
5.17 18 593 38414 594 47411 595 34170 596 18843 597 32806 598 32819 599 45778 600 31746 601 29758 602 32095 603 30432 604 34843 605 42684 606 31151 607 37766 608 30838 609 31798 610 39292
5.68 14 611 35659 612 46092 613 45016 614 48408 615 26431 616 31427 617 22943 618 37477 619 45847 620 20421 621 26629 622 29229 623 46026 624 25424
5.1 13 625 23373 626 44840 627 25653 628 23182 629 23290 630 19675 631 36236 632 33250 633 43270 634 41684 635 38198 636 26107 637 44123
5.57 12 638 40021 639 23308 640 26607 641 44114 642 37493 643 40193 644 18502 645 17922 646 29635 647 20961 648 18310 649 48511
5.27 11 650 32351 651 42603 652 38584 653 29447 654 41689 655 45553 656 46484 657 28002 658 47729 659 46038 660 45839
5.22 10 661 38226 662 42133 663 27517 664 36571 665 18987 666 42891 667 44987 668 36587 669 37152 670 46342
5.5 9 671 47399 672 31410 673 32154 674 37086 675 41499 676 33826 677 32354 678 37910 679 24545
4.95 9 680 35055 681 37136 682 34673 683 29629 684 38938 685 43618 686 24977 687 28753 688 39685
5.3 9 689 46289 690 39950 691 38849 692 44311 693 45443 694 39724 695 21001 696 49768 697 44019
5.26 8 698 1 699 1 700 1 701 1 702 1 703 1 704 1 705 1
5.25 16 698 39368 699 37024 700 36984 701 39617 702 17958 703 42582 704 19276 705 47211 706 46451 707 25656 708 26580 709 34661 710 23785 711 34041 712 39698 713 31986
4.82 5 714 25889 715 26283 716 20338 717 41970 718 23242
5.17 4 719 1 720 1 721 1 722 1
5.67 7 719 28202 720 49386 721 34785 722 21570 723 25840 724 39433 725 26802
5.44 1 726 1
5.33 1 727 1
5.34 3 726 25397 727 47534 728 45723
5.07 1 729 17094
4.88 1 730 10024
4.98 1 731 10876
5.25 1 732 12743
5.53 1 733 18053
5.31 1 734 15765
5.37 1 735 9633
5.19 1 736 8727
5.44 1 737 11740
4.9 1 738 12873
5.37 1 739 12786
5.39 1 740 12373
5.04 1 741 10543
5.13 1 742 12825
4.91 1 743 11822
4.89 1 744 11182
5.37 1 745 14884
5.19 1 746 10610
5.06 1 747 12263
5.4 1 748 19009
5.38 1 749 16186
4.28 1 750 18225
5.35 1 751 9465
5.48 1 752 11386
4.73 1 753 9050
5.12 1 754 7530
5.64 1 755 16570
4.64 1 756 11232
5.23 1 757 15444
4.79 1 758 11718
5.16 1 759 6847
4.71 1 760 19019
4.69 1 761 18401
4.7 1 762 11246
5.45 1 763 13419
5.22 1 764 16347
5.09 1 765 7846
5.29 1 766 14591
4.78 1 767 12893
5.25 1 768 15183
5.37 1 769 14402
4.72 1 770 15037
5.75 1 771 6949
5.22 1 772 15835
4.51 1 773 10309
4.9 1 774 8172
5.4 1 775 9811
5.1 1 776 11845
5.29 1 777 18558
4.58 1 778 11077
5.14 1 779 9711
5.24 1 780 16671
5.43 1 781 17159
5.48 1 782 8591
4.72 1 783 12396
5.12 1 784 13149
4.91 1 785 10859
4.69 1 786 14839
5.02 1 787 14229
5.4 1 788 13569
4.65 1 789 9085
5.56 1 790 19133
4.98 1 791 18721
5.11 1 792 19034
4.54 1 793 15008
4.55 1 794 7521
4.94 1 795 18372
5.3 1 796 11197
5.11 1 797 13939
5.17 1 798 9567
4.92 1 799 17544
5.39 1 800 8970
5.38 1 801 15733
5.16 1 802 8849
4.97 1 803 17386
5.32 1 804 11287
5.23 1 805 7579
5.29 1 806 15022
4.99 1 807 17928
5.32 1 808 14602
5.21 1 809 12746
4.82 1 810 11889
5.37 1 811 16248
4.63 1 812 18643
5.33 1 813 10655
4.97 1 814 8800
4.77 1 815 15070
4.93 1 816 11136
5.67 1 817 17567
5.25 1 818 9965
4.41 1 819 12698
5.28 1 820 11528
5.67 1 821 12791
4.87 1 822 16454
5 1 823 14836
4.94 1 824 14128
5.12 1 825 8522
5.18 1 826 16166
5.32 1 827 11476
5.46 1 828 8838
4.74 1 829 16854
4.86 1 830 14089
5.14 1 831 14404
4.9 1 832 18748
4.48 1 833 8036
5.45 1 834 11066
4.65 1 835 7483
4.74 1 836 10908
5.1 1 837 17076
5.89 1 838 10966
5.27 1 839 6423
5.23 1 840 8907
5.22 1 841 16264
4.6 1 842 7822
5.12 1 843 8036
4.71 1 844 11290
4.77 1 845 11310
5.64 1 846 17356
5.34 1 847 6917
5.37 1 848 11085
4.86 1 849 17068
5.11 1 850 9772
5.3 1 851 18442
4.93 1 852 14823
4.88 1 853 14215
5.16 1 854 6508
5.11 1 855 11913
4.91 1 856 13410
5.43 1 857 13174
5.21 1 858 7133
5.92 1 859 11534
5.53 1 860 6949
5.19 1 861 12188
4.79 1 862 9074
5.46 1 863 10146
5.2 1 864 10504
5.56 1 865 12518
5.48 1 866 13407
5.01 1 867 16574
5.36 1 868 15854
5.12 1 869 16715
4.64 1 870 10165
5.44 1 871 15749
5.26 1 872 13155
4.87 1 873 13197
5.06 1 874 13806
5.02 1 875 18573
5.58 1 876 10224
5.36 1 877 12903
5.14 1 878 6954
5.38 1 879 14030
4.36 1 880 14359
5.02 1 881 9486
4.62 1 882 12101
5.53 1 883 13550
5.15 1 884 17014
5.31 1 885 14969
5.19 1 886 10443
5.46 1 887 16012
5.1 1 888 7420
5.08 1 889 13426
5.13 1 890 10122
5.07 1 891 9117
4.56 1 892 15514
5.26 1 893 16528
4.89 1 894 6550
5.41 1 895 13476
5.27 1 896 9867
5.52 1 897 8669
5.02 1 898 16701
5.22 1 899 17817
5.02 1 900 12153
5.55 1 901 14129
4.64 1 902 14724
4.92 1 903 15077
4.78 1 904 12573
5.29 1 905 18157
5.11 1 906 13619
5.33 1 907 12094
5.16 1 908 10275
5.19 1 909 14392
5.13 1 910 18150
5.49 1 911 12900
4.99 1 912 9630
4.52 1 913 13155
5.34 1 914 9998
5.13 1 915 9039
4.9 1 916 13525
5.11 1 917 16261
5.01 1 918 10027
4.94 1 919 7425
5.65 1 920 18349
5.4 1 921 10759
4.94 1 922 13219
5.08 1 923 9385
4.82 1 924 16110
4.97 1 925 8949
4.42 1 926 13098
5.25 1 927 11944
4.79 1 928 15221
5.46 1 929 13370
5.41 1 930 11553
5.32 1 931 15717
5.76 1 932 6937
5.16 1 933 16954
4.94 1 934 10556
5.6 1 935 18300
5.57 1 936 13921
6.32 1 937 11885
5.44 1 938 13720
5.07 1 939 18473
5.2 1 940 9399
4.95 1 941 17453
5.02 1 942 14464
4.77 1 943 14266
5.14 1 944 19122
5.39 1 945 6822
5.36 1 946 16790
4.23 1 947 10668
5.13 1 948 9164
5.39 1 949 17800
4.85 1 950 9912
5.81 1 951 18302
5.77 1 952 6802
5.33 1 953 10506
5.09 1 954 11975
5.21 1 955 8558
5.2 1 956 16051
5.52 1 957 9065
5.02 1 958 11960
4.75 1 959 14823
5 1 960 13938
5.36 1 961 9806
5.26 1 962 18972
4.25 1 963 17009
4.68 1 964 17504
4.86 1 965 10017
4.97 1 966 11541
4.69 1 967 15128
5.45 1 968 12400
5.27 1 969 13202
5.01 1 970 15277
5.1 1 971 10760
5.36 1 972 10494
5.32 1 973 11115
5.15 1 974 13712
4.96 1 975 13609
4.85 1 976 16004
4.55 1 977 12354
4.88 1 978 18776
4.56 1 979 8248
528.35 1 980 397893
408.08 1 980 456383
355.91 1 980 399847
360.95 1 980 275216
372.07 1 980 367344
443.09 1 980 265619
237.88 1 980 211441
563.82 1 980 176725
677.33 1 980 387931
507.37 1 980 196383
355.4 1 980 225394
490.96 1 980 333445
561.18 1 980 289667
334.96 1 980 222271
252.86 1 980 165877
506.85 1 980 408156
609.16 1 980 403896
577.85 1 980 444258
407.07 1 980 348279
319.36 1 980 468291
326.46 1 980 166166
443.13 1 980 209031
433.59 1 980 207565
534.17 1 980 378108
325.41 1 980 312079
689.97 1 980 297413
378.8 1 980 444533
626.23 1 980 397740
482.94 1 980 177695
324.7 1 980 462246
676.09 1 980 169873
514.28 1 980 439155
582.52 1 980 424330
285.09 1 980 231618
368.84 1 980 265809
682.17 1 980 230727
517.89 1 980 383876
640.29 1 980 326825
461.81 1 980 315383
472.82 1 980 180078
589.24 1 981 358364
562.8 1 981 274360
481.25 1 981 205908
249.5 1 981 226147
257.27 1 981 447947
566.24 1 981 223833
262.39 1 981 262591
503.89 1 981 449274
680.2 1 981 429625
448.55 1 981 301164
587.88 1 981 312597
448.7 1 981 186041
555.81 1 981 204316
613.61 1 981 162823
387.17 1 981 340817
503.92 1 981 368686
261.66 1 981 192627
578.69 1 981 162767
322.27 1 981 290347
318.59 1 981 439305
518.21 1 981 179334
649.97 1 981 386620
492.55 1 981 306267
513.86 1 981 358148
395.19 1 981 443128
546.07 1 981 299641
461.36 1 981 212562
648.5 1 981 355736
234.7 1 981 377473
614.96 1 981 237316
239.94 1 981 412151
472.84 1 981 310983
340.6 1 981 376297
351.22 1 981 410987
566.8 1 981 276373
514.54 1 981 234901
395.35 1 981 181401
560.49 1 981 438630
662.32 1 981 303376
357.29 1 982 316695
639.81 1 982 292191
567.83 1 982 365490
606.77 1 982 380916
280.05 1 982 252981
332.84 1 982 276613
462.36 1 982 386002
231.32 1 982 400168
504.31 1 982 288725
321.87 1 982 351546
337.1 1 982 259553
242.45 1 982 236827
372.57 1 982 443074
614.03 1 982 390732
410.17 1 982 457932
532.79 1 982 468264
637.5 1 982 335711
381.57 1 982 398982
416.88 1 982 290864
367.12 1 982 398300
688.47 1 982 172209
571.24 1 982 457229
673.44 1 982 233808
495.03 1 982 173794
364.37 1 982 339141
334.97 1 982 289358
519.17 1 982 425219
506.54 1 982 162022
521 1 982 260502
631.41 1 982 246392
473.57 1 982 285096
684.43 1 982 452822
564.43 1 982 265830
503.29 1 982 256644
560.37 1 982 350170
389.72 1 982 158553
381.01 1 983 336182
360.99 1 983 371761
274.51 1 983 291700
405.02 1 983 325124
599.01 1 983 374421
451.26 1 983 273241
498.83 1 983 261372
434.46 1 983 231931
363.82 1 983 297205
490.1 1 983 396880
455.95 1 983 197766
610.13 1 983 378369
362.08 1 983 445737
375.98 1 983 242154
337.14 1 983 432198
676.98 1 983 384138
266.77 1 983 207715
391.11 1 983 254754
680.47 1 984 260345
472.9 1 984 301515
679.61 1 984 412026
658.65 1 984 369070
489.92 1 984 327868
347.66 1 984 246117
434.3 1 984 157893
618.03 1 984 261347
603.59 1 984 411541
341.78 1 984 349261
487.89 1 984 269457
387.3 1 984 190334
263.14 1 984 278292
501.08 1 984 161179
551.52 1 985 244728
319.53 1 985 381691
489.32 1 985 317873
324.77 1 985 324083
526.12 1 985 332213
368.51 1 985 304274
429.84 1 985 340236
272.41 1 985 291587
579.46 1 985 163506
240.36 1 985 464388
382.39 1 985 293802
420.35 1 985 168400
304.02 1 985 382537
537.19 1 986 194616
662.63 1 986 442855
414 1 986 380092
262.97 1 986 180271
652.45 1 986 327867
374.36 1 986 371460
680.5 1 986 291560
571.56 1 986 398436
547.84 1 986 272562
262.89 1 986 182522
481.61 1 986 202626
576.59 1 986 388560
664.71 1 987 373091
622.54 1 987 367197
311.72 1 987 378944
409.91 1 987 267819
335.64 1 987 232656
641.9 1 987 281306
233.73 1 987 461191
422.03 1 987 218626
448.51 1 987 348060
359.65 1 987 175277
526.18 1 987 233811
602.56 1 988 380172
394.43 1 988 244182
492.77 1 988 352063
663.67 1 988 354088
298.04 1 988 416922
299.95 1 988 467568
262.39 1 988 272790
677.84 1 988 251704
310.45 1 988 463585
329.22 1 988 213893
413.73 1 989 172560
453.21 1 989 181776
564.31 1 989 159995
467.7 1 989 386135
500.95 1 989 277911
231.07 1 989 372441
411.31 1 989 292782
443.46 1 989 205379
568.23 1 989 448521
432.62 1 990 194876
280.86 1 990 361608
526.09 1 990 384625
665.83 1 990 174748
590.84 1 990 257275
282.78 1 990 381029
348.27 1 990 206779
384.84 1 990 381513
364 1 990 216897
621.94 1 991 448598
442.05 1 991 320936
673.65 1 991 177342
595.1 1 991 192942
513.54 1 991 425956
334.17 1 991 189538
555.29 1 991 266199
302.58 1 991 349077
505.12 1 991 444117
331.15 1 992 405148
300.77 1 992 327224
370.83 1 992 231417
496.4 1 992 269429
451.62 1 992 298424
582.34 1 992 387991
423.09 1 992 269377
593.06 1 992 389351
596.96 1 993 371279
475.92 1 993 178146
393.26 1 993 434126
660.2 1 993 408530
572.31 1 993 407133
611.43 1 993 423958
445.53 1 993 181295
456.91 1 993 387679
448.08 1 994 267358
478.67 1 994 444473
305.2 1 994 468036
559.9 1 994 245766
634.32 1 994 203723
462.16 1 995 299357
231.74 1 995 414418
289.3 1 995 369906
295.61 1 995 333594
665.83 1 996 411232
344.22 1 996 163215
301.84 1 996 214291
665.72 1 997 298302
253.32 1 998 183799
601.87 1 999 242894
5.55 0
5.55 0
5.55 0
5.21 0
5.72 0
5.34 0
5.51 0
5.21 0
5.44 0
5.14 0
5.39 0
5.77 0
5.5 0
5.36 0
5.34 0
5.08 0
5.61 0
5.49 0
5.28 0
5.44 0
